City|State short|State full|County|City alias|Latitude|Longitude
North Augusta|SC|South Carolina|AIKEN|Clearwater|33.5278779|-81.92304109999999
Homestead|FL|Florida|MIAMI-DADE|Flamingo Ldge|25.1412314|-80.9239394
Fort Lauderdale|FL|Florida|BROWARD|Sunrise|26.138204|-80.156015
Winter Park|FL|Florida|ORANGE|Aloma|28.6008463|-81.3230408
Brooksville|FL|Florida|HERNANDO|Brooksville|28.5552719|-82.3878709
Plymouth|FL|Florida|ORANGE|Plymouth|28.6937535|-81.54966650000001
Shalimar|FL|Florida|OKALOOSA|Shalimar|30.4457544|-86.5791189
Jacksonville|FL|Florida|DUVAL|Mayport Naval Station|30.3881464|-81.40827039999999
Tampa|FL|Florida|HILLSBOROUGH|Carrollwood|28.0544223|-82.5131717
Barnwell|SC|South Carolina|BARNWELL|Barnwell|33.2448733|-81.3587177
Drayton|SC|South Carolina|SPARTANBURG|Drayton|34.9697935|-81.90746100000001
Telogia|FL|Florida|LIBERTY|Telogia|30.35075239999999|-84.8190802
North Myrtle Beach|SC|South Carolina|HORRY|N Myrtle Bch|33.8498546|-78.6815556
Hanahan|SC|South Carolina|BERKELEY|Chas|32.9305786|-80.0031833
Dover|FL|Florida|HILLSBOROUGH|Dover|27.9941885|-82.2195344
Jacksonville Beach|FL|Florida|DUVAL|Jacksonville|30.2841224|-81.3961338
Pomona Park|FL|Florida|PUTNAM|Pomona Park|29.5002492|-81.5914659
Lehigh Acres|FL|Florida|LEE|Leehigh|26.6253497|-81.6248026
Lakeland|FL|Florida|POLK|Lakeland|28.0394654|-81.9498042
Panama City Beach|FL|Florida|BAY|Rosemary Bch|30.2302294|-85.8894153
Reidville|SC|South Carolina|SPARTANBURG|Reidville|34.8628986|-82.1142747
Tampa|FL|Florida|HILLSBOROUGH|Univ Of So Florida|28.0587031|-82.41385389999999
Cordesville|SC|South Carolina|BERKELEY|Cordesville|33.1321144|-79.8834131
Rion|SC|South Carolina|FAIRFIELD|Rion|34.3156889|-81.12965319999999
Belleair Beach|FL|Florida|PINELLAS|Belleair Bch|27.9252824|-82.84329199999999
Wagener|SC|South Carolina|AIKEN|Bethcar|33.6458855|-81.43983709999999
Fort Myers|FL|Florida|LEE|Florida Gulf Coast Univ|26.4643209|-81.7733903
Spring Hill|FL|Florida|HERNANDO|Spring Hill|28.4831682|-82.5369872
Lakeshore|FL|Florida|POLK|Lakeshore|27.8572471|-81.4125727
Jay|FL|Florida|SANTA ROSA|Jay|30.9529611|-87.151359
New Port Richey|FL|Florida|PASCO|Nw Prt Rchy|28.2441768|-82.7192671
Saint Petersburg|FL|Florida|PINELLAS|Madeira Beach|27.7980814|-82.79732469999999
Orange Lake|FL|Florida|MARION|Orange Lake|29.4235826|-82.2167642
Manning|SC|South Carolina|CLARENDON|Wilson|33.6894257|-80.21186999999999
Panacea|FL|Florida|WAKULLA|Ochlockonee Bay|29.9849275|-84.4210106
Bartow|FL|Florida|POLK|Bartow|27.8964147|-81.8431374
O Brien|FL|Florida|SUWANNEE|O Brien|30.0383154|-82.9404453
Sumter|SC|South Carolina|SUMTER|Brogdon|33.9113783|-80.37422939999999
Summerland Key|FL|Florida|MONROE|Summerland Key|24.6613356|-81.4448502
Brunson|SC|South Carolina|HAMPTON|Brunson|32.9254394|-81.1873276
Columbia|SC|South Carolina|RICHLAND|Farrow Terrace|34.0431537|-81.0531353
Belleair Beach|FL|Florida|PINELLAS|Belleair Shrs|27.9252824|-82.84329199999999
Travelers Rest|SC|South Carolina|GREENVILLE|Travelers Rst|34.9676167|-82.4434548
Lake Worth|FL|Florida|PALM BEACH|Hypoluxo|26.5664588|-80.0533748
Cassatt|SC|South Carolina|KERSHAW|Cassatt|34.3645986|-80.4359071
Odessa|FL|Florida|HILLSBOROUGH|Odessa|28.1793926|-82.5579537
Ponte Vedra Beach|FL|Florida|SAINT JOHNS|Ponte Vedra Beach|30.2400058|-81.3852595
Miami|FL|Florida|MIAMI-DADE|Crossings|25.6630546|-80.4073392
Mount Pleasant|SC|South Carolina|CHARLESTON|Mount Pleasant|32.8323225|-79.82842579999999
Columbia|SC|South Carolina|RICHLAND|Blue Cross Blue Shield Od Sc|34.0904569|-80.860128
Boca Raton|FL|Florida|PALM BEACH|National Enquirer|26.3894808|-80.1110534
North Charleston|SC|South Carolina|CHARLESTON|Ch Hgts|32.8546197|-79.9748103
Greenwood|SC|South Carolina|GREENWOOD|Park Seed Co|34.1954001|-82.1617883
Saint Cloud|FL|Florida|OSCEOLA|Magnolia Square|28.2489016|-81.2811801
Bryceville|FL|Florida|NASSAU|Bryceville|30.3846821|-81.93871949999999
Clearwater|FL|Florida|PINELLAS|Belleair|27.9358543|-82.8062139
Port Orange|FL|Florida|VOLUSIA|Port Orange|29.1383165|-80.9956105
Key West|FL|Florida|MONROE|Key West Naval Air Station|24.5770803|-81.7000637
Arcadia|FL|Florida|DE SOTO|Arcadia|27.2158826|-81.8584164
Starke|FL|Florida|BRADFORD|Kngsly Lk|29.9795887|-82.0054463
Indian Lake Estates|FL|Florida|POLK|Indian Lake Estates|27.8139151|-81.3784053
Jacksonville Beach|FL|Florida|DUVAL|Jax|30.2841224|-81.3961338
Lake Hamilton|FL|Florida|POLK|Lake Hamilton|28.048549|-81.6555607
Langley|SC|South Carolina|AIKEN|Breeze Hill|33.5050333|-81.8479249
Beaufort|SC|South Carolina|BEAUFORT|Ladys Island|32.4532012|-80.6357125
Lake Monroe|FL|Florida|SEMINOLE|Lake Monroe|28.8439521|-81.26289609999999
Gainesville|FL|Florida|ALACHUA|Univ Of Fl Student Dorms|29.644088|-82.340738
West Palm Beach|FL|Florida|PALM BEACH|Mangonia Park|26.760341|-80.0736529
Blackstock|SC|South Carolina|CHESTER|Douglass|34.5584751|-81.15231109999999
Salley|SC|South Carolina|AIKEN|Salley|33.565705|-81.3034371
Landrum|SC|South Carolina|SPARTANBURG|Landrum|35.1751148|-82.1892795
Bath|SC|South Carolina|AIKEN|Bath|33.5054781|-81.8698878
Key Largo|FL|Florida|MONROE|Cross Key|25.190677|-80.40588960000001
Summerfield|FL|Florida|MARION|Summerfield|29.0075671|-82.0204688
Marathon|FL|Florida|MONROE|Conch Key|24.7887493|-80.88784679999999
Gaston|SC|South Carolina|LEXINGTON|Gaston|33.8170974|-81.1009286
Spring Hill|FL|Florida|HERNANDO|Hernando Bch|28.469443|-82.6592677
Ladson|SC|South Carolina|BERKELEY|Ladson|32.9857275|-80.1098123
Timmonsville|SC|South Carolina|FLORENCE|Peniel Crossroads|34.1348782|-79.93978849999999
Walhalla|SC|South Carolina|OCONEE|Walhalla|34.7648176|-83.06404169999999
Saint Petersburg|FL|Florida|PINELLAS|Tierra Verde|27.6919746|-82.7234337
Lake City|FL|Florida|COLUMBIA|Lake City|30.1896756|-82.6392899
Fort Walton Beach|FL|Florida|OKALOOSA|Ft Walton Beach|30.42007079999999|-86.6170308
East Palatka|FL|Florida|PUTNAM|East Palatka|29.6583026|-81.5984139
Saluda|SC|South Carolina|SALUDA|Saluda|34.0015232|-81.77205219999999
Dade City|FL|Florida|PASCO|Dade City|28.3647248|-82.1959178
Saint Matthews|SC|South Carolina|CALHOUN|Singleton|33.664876|-80.77786809999999
Holiday|FL|Florida|PASCO|Tarpon Spngs|28.18779|-82.73954540000001
Crystal Springs|FL|Florida|PASCO|Crystal Spgs|28.1927257|-82.1840343
Tampa|FL|Florida|HILLSBOROUGH|Tampa|27.950575|-82.4571776
Lamar|SC|South Carolina|DARLINGTON|Lamar|34.1687661|-80.062568
Tallahassee|FL|Florida|LEON|Florida A And M University|30.4214679|-84.28753999999999
North Myrtle Beach|SC|South Carolina|HORRY|N Myrtle Beach|33.8160058|-78.680016
Altamonte Springs|FL|Florida|SEMINOLE|Altamonte Springs|28.6611089|-81.3656242
Winter Garden|FL|Florida|ORANGE|Winter Garden|28.5652787|-81.58618469999999
Marianna|FL|Florida|JACKSON|Marianna|30.7743596|-85.2268735
Jamestown|SC|South Carolina|BERKELEY|Shulerville|33.2860005|-79.6925715
New Port Richey|FL|Florida|PASCO|Trinity|28.2441768|-82.7192671
Yulee|FL|Florida|NASSAU|Yulee|30.6319034|-81.6064866
Fort Lauderdale|FL|Florida|BROWARD|Lazy Lake|26.1561961|-80.1447675
Key West|FL|Florida|MONROE|East Rockland Key|24.5852441|-81.66993769999999
Abbeville|SC|South Carolina|ABBEVILLE|Abbeville|34.1781719|-82.3790147
Tampa|FL|Florida|HILLSBOROUGH|Tampa Brm Unique|27.9621046|-82.4268946
Immokalee|FL|Florida|COLLIER|Ave Maria|26.3368127|-81.43798509999999
Holly Hill|SC|South Carolina|ORANGEBURG|Bowyer|33.3226624|-80.41370370000001
Cayce|SC|South Carolina|LEXINGTON|Cayce|33.96570910000001|-81.0739827
Beaufort|SC|South Carolina|BEAUFORT|Ladies Island|32.4532012|-80.6357125
Chipley|FL|Florida|WASHINGTON|Chipley|30.7818584|-85.538541
Early Branch|SC|South Carolina|HAMPTON|Early Branch|32.7466774|-80.9285645
Columbia|SC|South Carolina|RICHLAND|Forest Acres|34.019322|-80.98981280000001
Summerton|SC|South Carolina|CLARENDON|St Paul|33.5998587|-80.3568172
Columbia|SC|South Carolina|RICHLAND|Leesburg|34.0165417|-80.70536410000001
Piedmont|SC|South Carolina|GREENVILLE|Piedmont|34.7023389|-82.4645714
Andrews|SC|South Carolina|GEORGETOWN|Andrews|33.45127799999999|-79.56089709999999
Port Royal|SC|South Carolina|BEAUFORT|Port Royal|32.3790843|-80.6926069
Loughman|FL|Florida|POLK|Loughman|28.2419575|-81.5667404
Santa Rosa Beach|FL|Florida|WALTON|Santa Rosa Beach|30.3960324|-86.2288322
Tarpon Springs|FL|Florida|PINELLAS|Tarpon Spgs|28.1415156|-82.6191544
Deerfield Beach|FL|Florida|BROWARD|Deerfield Bch|26.3184123|-80.09976569999999
Naples|FL|Florida|COLLIER|Naples|26.1420358|-81.7948103
NASA|FL|Florida|BREVARD|Nasa|28.4740089|-80.5771737
Bishopville|SC|South Carolina|LEE|Wisacky|34.2084743|-80.2348868
New Port Richey|FL|Florida|PASCO|Seven Springs|28.2441768|-82.7192671
Boynton Beach|FL|Florida|PALM BEACH|Golf|26.498239|-80.11626620000001
Columbia|SC|South Carolina|RICHLAND|Fairfield Terrace|34.0793197|-81.027591
Miami|FL|Florida|MIAMI-DADE|Snapper Creek|25.692111|-80.292977
Hickory Grove|SC|South Carolina|YORK|Hickory Grove|34.9831881|-81.4164751
Miami Beach|FL|Florida|MIAMI-DADE|Bay Harbor Islands|25.8875948|-80.1311564
New Smyrna Beach|FL|Florida|VOLUSIA|New Smyrna|29.0258191|-80.9269984
Wellington|FL|Florida|PALM BEACH|Wellington|26.6617635|-80.2683571
Fleming Island|FL|Florida|CLAY|Orange Park|30.0847449|-81.71837330000001
Coward|SC|South Carolina|FLORENCE|Coward|33.973217|-79.7470111
Ocala|FL|Florida|MARION|Maricamp|29.1624772|-82.09231249999999
Crystal River|FL|Florida|CITRUS|Crystal River|28.902479|-82.59260119999999
Orlando|FL|Florida|ORANGE|Edgewood|28.486115|-81.37229219999999
Seneca|SC|South Carolina|OCONEE|Seneca|34.6856555|-82.9532036
Oviedo|FL|Florida|SEMINOLE|Oviedo|28.669997|-81.20812029999999
Grandin|FL|Florida|PUTNAM|Grandin|29.7277446|-81.9184281
Jacksonville|FL|Florida|DUVAL|Jacksonville Naval Hospital|30.208621|-81.6840819
Miami|FL|Florida|MIAMI-DADE|West Miami|25.7571818|-80.2967312
Ormond Beach|FL|Florida|VOLUSIA|Ormond Beach|29.2858129|-81.0558894
Crestview|FL|Florida|OKALOOSA|Crestview|30.7541808|-86.5727995
Havana|FL|Florida|GADSDEN|Havana|30.62380689999999|-84.41462899999999
Wellington|FL|Florida|PALM BEACH|West Palm Bch|26.6617635|-80.2683571
Dale|SC|South Carolina|BEAUFORT|Dale|32.556575|-80.68982799999999
Indialantic|FL|Florida|BREVARD|Indialantic|28.0894599|-80.5656079
Crawfordville|FL|Florida|WAKULLA|Wakulla Springs|30.19448389999999|-84.37112069999999
Gable|SC|South Carolina|CLARENDON|Gable|33.825161|-80.10924260000002
Aiken|SC|South Carolina|AIKEN|Aiken|33.5604168|-81.7195533
Oakland|FL|Florida|ORANGE|Oakland|28.5539264|-81.6230309
Hanahan|SC|South Carolina|BERKELEY|North Charleston|32.9305786|-80.0031833
Charleston AFB|SC|South Carolina|CHARLESTON|Charleston AFB|32.8909785|-80.0691552
Saint Petersburg|FL|Florida|PINELLAS|Pasadena|27.7705827|-82.73260069999999
Columbia|SC|South Carolina|RICHLAND|Sc Tax Comm|34.0298403|-81.12559809999999
Marathon Shores|FL|Florida|MONROE|Marathon Shrs|24.7256965|-81.0484058
Wesley Chapel|FL|Florida|PASCO|Zephyrhills|28.182893|-82.3641751
Sneads|FL|Florida|JACKSON|Sneads|30.707692|-84.9243663
Patrick AFB|FL|Florida|BREVARD|Patrick AFB|28.2394645|-80.60751719999999
Chapin|SC|South Carolina|LEXINGTON|Lake Murray|34.1659795|-81.3498211
Galivants Ferry|SC|South Carolina|HORRY|Galivants Fry|33.9937185|-79.232089
Nalcrest|FL|Florida|POLK|Nalcrest|27.8583583|-81.425073
Mc Cormick|SC|South Carolina|MCCORMICK|Mc Cormick|33.9134577|-82.29345850000001
Indian Rocks Beach|FL|Florida|PINELLAS|Indian Rocks Beach|27.8960019|-82.84656100000001
Luray|SC|South Carolina|HAMPTON|Luray|32.8137771|-81.2398256
Clover|SC|South Carolina|YORK|River Hills|35.0957627|-81.05943409999999
Columbia|SC|South Carolina|RICHLAND|Haskell Heights|34.0862635|-81.048147
Ocala|FL|Florida|MARION|Ocala|29.1871986|-82.14009229999999
Tallahassee|FL|Florida|LEON|Tallahassee|30.4382559|-84.28073289999999
Fort Mc Coy|FL|Florida|MARION|Fort Mc Coy|29.3649734|-81.96703219999999
Murdock|FL|Florida|CHARLOTTE|Murdock|27.0128361|-82.1462014
Lake Worth|FL|Florida|PALM BEACH|Manalapan|26.5692364|-80.0447635
Hialeah|FL|Florida|MIAMI-DADE|Miami Gardens|25.9420377|-80.2456045
Spartanburg|SC|South Carolina|SPARTANBURG|Spartanburg|34.9495672|-81.9320482
Jupiter|FL|Florida|PALM BEACH|Tequesta|26.9636401|-80.1121493
Lee|FL|Florida|MADISON|Lee|30.4196584|-83.30042159999999
Jensen Beach|FL|Florida|MARTIN|Ocean Breeze Park|27.2409133|-80.22622969999999
Blythewood|SC|South Carolina|RICHLAND|Blythewood|34.2143159|-80.97397699999999
Miami Beach|FL|Florida|MIAMI-DADE|Carl Fisher|25.7908895|-80.1422448
Edgefield|SC|South Carolina|EDGEFIELD|Pleasant Lane|33.7895774|-81.9295582
Green Pond|SC|South Carolina|COLLETON|Greenpond|32.7318451|-80.6142716
Lithia|FL|Florida|HILLSBOROUGH|Lithia|27.8187623|-82.1496049
Keystone Heights|FL|Florida|CLAY|Keystone Hgts|29.779119|-82.0374046
Reddick|FL|Florida|MARION|Flemington|29.3666393|-82.1973184
Beaufort|SC|South Carolina|BEAUFORT|Naval Hospital|32.3894093|-80.682451
Cocoa|FL|Florida|BREVARD|Port Saint John|28.4769458|-80.7886657
Central|SC|South Carolina|PICKENS|Central|34.7242749|-82.7812526
Cameron|SC|South Carolina|CALHOUN|Creston|33.5576546|-80.7145341
Delray Beach|FL|Florida|PALM BEACH|Delray Beach|26.4614625|-80.0728201
Lynchburg|SC|South Carolina|LEE|Atkins|33.9854319|-80.07872119999999
Awendaw|SC|South Carolina|CHARLESTON|Awendaw|33.0376703|-79.61312699999999
Tallahassee|FL|Florida|LEON|Miccosukee|30.5946435|-84.041281
Clifton|SC|South Carolina|SPARTANBURG|Clifton|34.9795699|-81.8178806
Daytona Beach|FL|Florida|VOLUSIA|Daytona Beach Shores|29.1760933|-80.9828323
Rowesville|SC|South Carolina|ORANGEBURG|Rowesville|33.3698789|-80.8370386
Estill|SC|South Carolina|HAMPTON|Estill|32.754891|-81.2420467
Summerland Key|FL|Florida|MONROE|Sugarloaf|24.6613356|-81.4448502
Hallandale|FL|Florida|BROWARD|Pembroke Park|25.9878691|-80.1747687
Port Orange|FL|Florida|VOLUSIA|Allandale|29.123989|-80.9802002
Hialeah|FL|Florida|MIAMI-DADE|Hialeah Lakes|25.8602897|-80.29658669999999
North Charleston|SC|South Carolina|CHARLESTON|Charleston Hts|32.8572503|-79.97077209999999
Miami|FL|Florida|MIAMI-DADE|Virginia Gardens|25.8103758|-80.3022732
Winter Haven|FL|Florida|POLK|Cypress Gdns|27.993911|-81.69007839999999
Tampa|FL|Florida|HILLSBOROUGH|Time Inc|28.0455414|-82.424418
Howey In The Hills|FL|Florida|LAKE|Howey In Hls|28.7140449|-81.7731139
Miami|FL|Florida|MIAMI-DADE|Medley|25.8406526|-80.3264404
Ocklawaha|FL|Florida|MARION|Oklawaha|29.0427592|-81.9292505
Cottageville|SC|South Carolina|COLLETON|Cottageville|32.936838|-80.480935
Cordova|SC|South Carolina|ORANGEBURG|Cordova|33.4354328|-80.92092720000001
Batesburg|SC|South Carolina|LEXINGTON|Batesburg|33.9101425|-81.5373261
Miami|FL|Florida|MIAMI-DADE|Olympia Heights|25.726768|-80.3553306
Slater|SC|South Carolina|GREENVILLE|Slater|35.0317836|-82.4951227
Edgar|FL|Florida|PUTNAM|Edgar|29.594969|-81.9506473
North Palm Beach|FL|Florida|PALM BEACH|Palm Bch Gdns|26.2314494|-80.1085062
Effingham|SC|South Carolina|FLORENCE|Effingham|34.0689092|-79.72055910000002
Tampa|FL|Florida|HILLSBOROUGH|Home Shopping Club|27.9981605|-82.579835
Salley|SC|South Carolina|AIKEN|Berlin|33.6539665|-81.2962218
Hamer|SC|South Carolina|DILLON|South Of The Border|34.497644|-79.309315
West Columbia|SC|South Carolina|LEXINGTON|Westover Acres|34.0045743|-81.0945789
Pensacola|FL|Florida|ESCAMBIA|Perdido Key|30.3035037|-87.42731719999999
Saint Augustine|FL|Florida|SAINT JOHNS|St Augustine|29.9012437|-81.31243409999999
Sumter|SC|South Carolina|SUMTER|Hoyt Heights|33.9029619|-80.351309
Okatie|SC|South Carolina|BEAUFORT|Bluffton|32.2976506|-80.95110869999999
Fingerville|SC|South Carolina|SPARTANBURG|Fingerville|35.1340066|-82.00649659999999
Fort Lauderdale|FL|Florida|BROWARD|Pembroke Pines|26.007765|-80.2962555
Bradenton|FL|Florida|MANATEE|University Pk|27.4122571|-82.4693831
Fort Lauderdale|FL|Florida|BROWARD|Sw Ranches|26.0587001|-80.33727329999999
Boynton Beach|FL|Florida|PALM BEACH|Briny Breezes|26.5084053|-80.0508748
Belleair Beach|FL|Florida|PINELLAS|Indian Rks Beach|27.9230767|-82.84315939999999
Cape Coral|FL|Florida|LEE|Fort Myers|26.640628|-81.8723084
Navarre|FL|Florida|SANTA ROSA|Gulf Breeze|30.4028631|-86.9870708
Belleair Beach|FL|Florida|PINELLAS|Indian Rk Bch|27.9252824|-82.84329199999999
Gibsonton|FL|Florida|HILLSBOROUGH|Gibsonton|27.8536365|-82.382593
UCF|FL|Florida|ORANGE|Ucf|28.6024274|-81.2000599
Stuart|FL|Florida|MARTIN|Sewalls Point|27.1994926|-80.2022684
Hollywood|FL|Florida|BROWARD|Miramar|25.9860762|-80.30356019999999
Mullins|SC|South Carolina|MARION|Mullins|34.2057166|-79.25449019999999
Beech Island|SC|South Carolina|AIKEN|Beech Island|33.4273614|-81.8909472
Oxford|FL|Florida|SUMTER|Oxford|28.9274834|-82.0373039
Donalds|SC|South Carolina|ABBEVILLE|Shoals Jct|34.3319107|-82.2900679
Saint Augustine|FL|Florida|SAINT JOHNS|Saint Augustine|29.9012437|-81.31243409999999
Columbia|SC|South Carolina|RICHLAND|Crane Forest|34.09043|-81.0539805
Fort Myers Beach|FL|Florida|LEE|Fort Myers Beach|26.4520248|-81.948145
Carlisle|SC|South Carolina|UNION|Tuckertown|34.5282793|-81.4883613
Altha|FL|Florida|CALHOUN|Altha|30.5704721|-85.12714419999999
Pompano Beach|FL|Florida|BROWARD|Lghthse Point|26.275636|-80.08726539999999
Jamestown|SC|South Carolina|BERKELEY|Jamestown|33.2860005|-79.6925715
Homosassa Springs|FL|Florida|CITRUS|Homosassa Spg|28.7993789|-82.58791049999999
North Palm Beach|FL|Florida|PALM BEACH|West Palm Bch|26.7841639|-80.1074131
Orlando|FL|Florida|ORANGE|Lake Buena Vista|28.3936186|-81.53868419999999
Jupiter|FL|Florida|PALM BEACH|Jupiter Inlet Colony|26.9478705|-80.07444579999999
Orlando|FL|Florida|ORANGE|Union Park|28.570294|-81.2353612
Windsor|SC|South Carolina|AIKEN|Windsor|33.4818117|-81.5137177
Rosemary Beach|FL|Florida|WALTON|Rosemary Bch|30.28667999999999|-86.01740199999999
Goose Creek|SC|South Carolina|BERKELEY|Goose Creek|32.9810059|-80.03258670000001
Day|FL|Florida|LAFAYETTE|Day|30.1941908|-83.2913392
Fort Myers Beach|FL|Florida|LEE|Ft Myers Bch|26.4486821|-81.9388314
Daytona Beach|FL|Florida|VOLUSIA|Fl Regional Library For Blin|29.2066611|-81.0520691
Graceville|FL|Florida|JACKSON|Graceville|30.9568503|-85.5165993
Miami|FL|Florida|MIAMI-DADE|Ludlam|25.7393389|-80.3031578
Mount Carmel|SC|South Carolina|MCCORMICK|Mount Carmel|34.0073417|-82.5070757
Bowling Green|SC|South Carolina|YORK|Bowling Green|35.1498593|-81.2122988
Miami|FL|Florida|MIAMI-DADE|Univ Of Miami|25.7191685|-80.2771253
Leesville|SC|South Carolina|LEXINGTON|Delmar|34.033918|-81.5140153
Latta|SC|South Carolina|DILLON|Latta|34.3371047|-79.4311616
Waterloo|SC|South Carolina|LAURENS|Waterloo|34.3055305|-82.0808891
Pawleys Island|SC|South Carolina|GEORGETOWN|Pawleys Island|33.4332236|-79.12143130000001
Camden|SC|South Carolina|KERSHAW|Kirkland|34.2883215|-80.6141098
Panacea|FL|Florida|WAKULLA|Alligator Point|29.8955733|-84.3820381
Hallandale|FL|Florida|BROWARD|Hallandle Bch|25.9812024|-80.14837899999999
Edgefield|SC|South Carolina|EDGEFIELD|Cleora|33.8415188|-82.0498403
Eglin AFB|FL|Florida|OKALOOSA|Duke Field Afs|30.6473351|-86.5257273
Eutawville|SC|South Carolina|ORANGEBURG|Eutaw Springs|33.407323|-80.29857419999999
Summerville|SC|South Carolina|DORCHESTER|Summerville|33.0185039|-80.17564809999999
Fort Pierce|FL|Florida|SAINT LUCIE|Hutchinson Island|27.4467056|-80.3256056
Miami|FL|Florida|MIAMI-DADE|Brickell|25.7601793|-80.1958755
Scotia|SC|South Carolina|HAMPTON|Estill|32.6810063|-81.2434363
Floral City|FL|Florida|CITRUS|Floral City|28.7499876|-82.29675809999999
Miami|FL|Florida|MIAMI-DADE|Country Lakes|25.9503691|-80.3412362
Georgetown|FL|Florida|PUTNAM|Georgetown|29.3913622|-81.63868889999999
Saint Petersburg|FL|Florida|PINELLAS|Treasure Island|27.7691937|-82.7689906
Lexington|SC|South Carolina|LEXINGTON|Lexington|33.9815369|-81.2362107
Green Sea|SC|South Carolina|HORRY|Green Sea|34.1263765|-78.9757984
Labelle|FL|Florida|HENDRY|Ft Denaud|26.7428647|-81.4803908
Fort Lauderdale|FL|Florida|BROWARD|City Of Sunrise|26.1669711|-80.25659499999999
Hemingway|SC|South Carolina|WILLIAMSBURG|Hemingway|33.7537774|-79.4475566
Port Saint Lucie|FL|Florida|SAINT LUCIE|Port Saint Lucie|27.2730492|-80.3582261
Sparr|FL|Florida|MARION|Sparr|29.3385846|-82.1125926
Salem|SC|South Carolina|OCONEE|Salem|34.8898161|-82.9765364
Jonesville|SC|South Carolina|UNION|Jonesville|34.8359651|-81.6809327
Homestead|FL|Florida|MIAMI-DADE|Flamingo Lodge|25.1412314|-80.9239394
Jackson|SC|South Carolina|AIKEN|Dunbarton|33.241093|-81.430149
Opa Locka|FL|Florida|MIAMI-DADE|Carol City|25.9406789|-80.2795689
Sarasota|FL|Florida|SARASOTA|Siesta Key|27.2669722|-82.54634399999999
Saint Petersburg|FL|Florida|PINELLAS|St Petersburg|27.7676008|-82.64029149999999
Columbia|SC|South Carolina|RICHLAND|Crafts Farrow|34.0767187|-80.9806967
Miami Beach|FL|Florida|MIAMI-DADE|Miami Beach|25.790654|-80.1300455
Darlington|SC|South Carolina|DARLINGTON|Darlington|34.2998762|-79.8761741
Kissimmee|FL|Florida|POLK|Kissimmee|28.2919557|-81.40757099999999
Parris Island|SC|South Carolina|BEAUFORT|Parris Island|32.328746|-80.69479
Tampa|FL|Florida|HILLSBOROUGH|Time Customer Service Inc|28.0455414|-82.424418
Bluffton|SC|South Carolina|BEAUFORT|Bluffton|32.2371465|-80.8603868
Saint Johns|FL|Florida|SAINT JOHNS|St Johns|29.9719419|-81.42789839999999
Placida|FL|Florida|CHARLOTTE|Placida|26.8339094|-82.2624037
Batesburg|SC|South Carolina|LEXINGTON|Batesburg-Leesville|33.9101425|-81.5373261
Arcadia|FL|Florida|DE SOTO|Lake Suzy|27.0429865|-82.0422998
Altamonte Springs|FL|Florida|SEMINOLE|Altamonte Spg|28.6632057|-81.3915628
Webster|FL|Florida|SUMTER|Webster|28.6099949|-82.0550827
New Zion|SC|South Carolina|CLARENDON|Oakdale|33.7369926|-79.99439269999999
Huger|SC|South Carolina|BERKELEY|Huger|33.0974397|-79.80391949999999
Jacksonville|FL|Florida|DUVAL|Baldwin|30.3027384|-81.9753865
Saint James City|FL|Florida|LEE|St James City|26.497579|-82.0784257
Cape Canaveral|FL|Florida|BREVARD|Port Canaveral|28.4103506|-80.61881559999999
North Charleston|SC|South Carolina|CHARLESTON|Pinehaven|32.8564412|-79.9799296
Sumatra|FL|Florida|LIBERTY|Sumatra|30.0202022|-84.9790797
Columbia|SC|South Carolina|RICHLAND|Ravenwood|34.0340435|-80.9673123
Clearwater|FL|Florida|PINELLAS|Clearwater|27.972065|-82.8285877
Saint Johns|FL|Florida|SAINT JOHNS|Fruit Cove|30.1110746|-81.641758
Raiford|FL|Florida|UNION|Raiford|30.0638497|-82.2364997
Varnville|SC|South Carolina|HAMPTON|Varnville|32.8504445|-81.07927219999999
Tampa|FL|Florida|HILLSBOROUGH|Univ Of Tampa|27.9453715|-82.4659336
North Fort Myers|FL|Florida|LEE|No Ft Myers|26.6672935|-81.8800861
Eglin AFB|FL|Florida|OKALOOSA|Eglin|30.4635583|-86.5533382
Hudson|FL|Florida|PASCO|Hudson|28.3644485|-82.69343429999999
Kingstree|SC|South Carolina|WILLIAMSBURG|Kingstree|33.6676643|-79.83062640000001
Miami Beach|FL|Florida|MIAMI-DADE|Normandy|25.8528739|-80.13504549999999
Melbourne|FL|Florida|BREVARD|Melbourne Vlg|28.0836269|-80.60810889999999
Pompano Beach|FL|Florida|BROWARD|North Lauderdale|26.217305|-80.2258811
Hartsville|SC|South Carolina|DARLINGTON|Hartsville|34.3740431|-80.07340049999999
West Palm Beach|FL|Florida|PALM BEACH|West Palm Beach|26.7153424|-80.0533746
Charleston|SC|South Carolina|BERKELEY|Charleston|32.7764749|-79.93105120000001
Carlisle|SC|South Carolina|UNION|Leeds|34.5929168|-81.4625992
Winter Garden|FL|Florida|ORANGE|Oakland|28.555001|-81.6331299
Hawthorne|FL|Florida|ALACHUA|Hawthorne|29.5919136|-82.08731809999999
Bishopville|SC|South Carolina|LEE|Stokes Bridge|34.2913504|-80.24826499999999
Roseland|FL|Florida|INDIAN RIVER|Roseland|27.8098067|-80.5034317
Miami|FL|Florida|MIAMI-DADE|West Dade|25.77098|-80.291479
Fort Lauderdale|FL|Florida|BROWARD|Fort Lauderdale|26.1224386|-80.13731740000001
South Bay|FL|Florida|PALM BEACH|South Bay|26.6639559|-80.7161701
